lead_id,company_size,industry,location,annual_revenue_lkr,engagement_score,contact_level,demo_requested,model_probability,lead_score,priority,pipeline_stage,converted,action_recommendation
LEAD_0577,Small,Tourism,Kandy,13891440,42,Employee,No,21.900251638389303,28.57,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0578,Small,IT/Software,Colombo,9521557,100,C-Level,No,62.64749160354195,69.38,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0579,Medium,Tourism,Galle,50678425,100,C-Level,Yes,94.11406767253992,86.5,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0580,Medium,Education,Jaffna,84695016,99,Manager,No,68.13983215257538,71.24,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0581,Small,Retail,Jaffna,5668750,81,C-Level,No,69.51429976295528,66.6,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0582,Small,Retail,Jaffna,13553133,87,Employee,No,42.71128659848807,47.81,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0583,Large,Finance,Kandy,943766561,93,C-Level,No,89.59133780227414,86.91,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0584,Medium,Manufacturing,Kandy,95313586,63,Employee,No,54.670546123397216,51.46,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0585,Small,Education,Jaffna,2111308,96,Manager,No,56.55222416302927,59.93,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0586,Medium,Healthcare,Galle,81091512,98,Manager,Yes,90.89126463563323,82.64,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0587,Medium,Healthcare,Kandy,117033255,94,C-Level,No,88.5742367724581,81.86,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0588,Small,Tourism,Kandy,17868846,69,Manager,No,34.25977286438886,43.22,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0589,Large,Manufacturing,Anuradhapura,815940370,94,Manager,No,84.68819448020109,77.02,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0590,Small,Healthcare,Jaffna,3233322,35,Employee,No,18.173137495193696,25.1,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0591,Large,Retail,Galle,672988987,40,Employee,No,55.94457795957968,49.02,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0592,Medium,Retail,Anuradhapura,27295043,100,Employee,Yes,83.37424474406096,74.14,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0593,Small,Retail,Galle,21261711,100,C-Level,No,63.18308825644857,70.7,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0594,Medium,Education,Jaffna,56933481,12,Employee,No,37.7447515094778,28.26,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0595,Large,Tourism,Colombo,501525759,57,C-Level,No,86.24669047357783,71.81,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0596,Small,Manufacturing,Negombo,16286248,100,C-Level,No,80.92050225799726,78.25,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0597,Large,Retail,Colombo,456853516,100,Manager,No,78.26555120589592,77.35,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0598,Large,IT/Software,Negombo,713415404,67,C-Level,No,94.76989333348882,79.38,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0599,Medium,Tourism,Jaffna,40115727,66,Manager,No,60.80344182238804,55.61,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0600,Medium,Healthcare,Anuradhapura,45051768,100,Employee,Yes,88.8810034657622,75.53,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0601,Large,Manufacturing,Jaffna,673265687,100,Manager,No,72.62469587803628,77.03,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0602,Small,IT/Software,Kandy,22119068,96,C-Level,Yes,91.61869490354712,81.96,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0603,Large,IT/Software,Anuradhapura,490401836,40,Employee,Yes,52.39167523698802,44.87,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0604,Small,Healthcare,Negombo,2963436,67,C-Level,Yes,75.97442635585242,68.73,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0605,Large,Finance,Galle,981286710,100,Employee,No,91.34540664791588,77.68,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0606,Medium,Finance,Matara,146539932,75,C-Level,Yes,92.2904375989728,79.2,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0607,Medium,Agriculture,Anuradhapura,84613012,71,Employee,No,46.91523704478192,49.68,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0608,Large,Tourism,Kurunegala,388739211,100,Employee,No,75.34409154464731,75.37,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0609,Small,Manufacturing,Anuradhapura,14170283,74,C-Level,No,51.41029730726972,56.61,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0610,Medium,Agriculture,Galle,98898151,79,Employee,Yes,83.28215865196822,68.87,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0611,Small,Agriculture,Anuradhapura,15964651,100,Manager,Yes,81.42771569657606,74.32,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0612,Small,Manufacturing,Galle,15343440,74,Employee,No,36.96812591456519,42.94,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0613,Small,Healthcare,Galle,7396328,98,Employee,Yes,76.18186292288861,68.08,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0614,Medium,Tourism,Colombo,86288442,56,Manager,No,51.33855037258338,49.32,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0615,Small,Retail,Negombo,24534658,38,Employee,Yes,24.041948794477417,26.66,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0616,Small,Manufacturing,Anuradhapura,5796797,82,Employee,Yes,63.644134938553535,57.98,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0617,Small,IT/Software,Kurunegala,21957993,100,Employee,Yes,78.92703665650089,69.77,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0618,Medium,Retail,Matara,125679410,82,Employee,Yes,88.02003086217552,71.06,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0619,Large,IT/Software,Galle,557512344,90,C-Level,No,90.31507081714084,83.93,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0620,Small,Tourism,Colombo,7796112,25,Employee,No,12.92940960001002,19.53,LOW,New,0,Nurture campaign - email sequence
LEAD_0621,Small,Education,Kandy,10949587,100,C-Level,No,59.36993906108785,68.26,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0622,Small,Manufacturing,Kandy,12592632,100,Manager,Yes,87.26610696831483,77.64,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0623,Small,Tourism,Anuradhapura,4345627,31,Employee,No,14.73683125391472,22.29,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0624,Large,Finance,Kandy,875958033,100,Employee,Yes,94.25941455929016,82.47,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0625,Small,Finance,Jaffna,20413472,100,C-Level,Yes,86.20786994046394,80.24,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0626,Small,Manufacturing,Kurunegala,14188749,75,C-Level,No,69.69134644837683,66.21,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0627,Medium,IT/Software,Kandy,124830236,84,Manager,No,69.7971476691548,67.18,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0628,Large,Healthcare,Matara,192571387,100,C-Level,Yes,96.27551080645472,94.17,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0629,Small,Manufacturing,Colombo,8818008,54,Manager,No,26.394482292998816,37.02,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0630,Small,Manufacturing,Galle,16906109,100,C-Level,Yes,82.85010617844095,80.69,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0631,Medium,Finance,Kandy,73599350,67,Manager,No,71.56762685408744,61.56,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0632,Medium,Healthcare,Negombo,26455701,100,Employee,Yes,91.85145027693632,76.41,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0633,Small,Retail,Colombo,1379422,100,C-Level,Yes,83.64659779830814,78.9,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0634,Small,IT/Software,Anuradhapura,20601146,100,C-Level,No,46.756964583399885,59.97,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0635,Medium,Tourism,Anuradhapura,38772138,95,Employee,No,54.52439870013404,57.47,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0636,Small,Tourism,Anuradhapura,14539511,100,Manager,No,44.51900778456532,54.93,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0637,Small,Agriculture,Colombo,17411171,24,C-Level,No,37.91935817429001,37.89,LOW,New,0,Nurture campaign - email sequence
LEAD_0638,Small,Retail,Galle,14220582,99,Employee,No,39.47856773578005,50.29,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0639,Medium,Retail,Anuradhapura,104340664,72,Manager,No,49.70905066818979,55.6,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0640,Large,Finance,Kurunegala,901661213,100,C-Level,Yes,98.6794445173892,92.41,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0641,Medium,Education,Jaffna,56801599,87,Manager,No,64.90628322118532,65.85,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0642,Small,Healthcare,Kandy,1897284,85,Manager,No,57.71239538731288,58.46,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0643,Large,Agriculture,Negombo,511807350,100,C-Level,Yes,98.2465329989855,90.59,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0644,Small,Tourism,Galle,15416563,30,C-Level,No,37.610607496740286,38.57,LOW,New,0,Nurture campaign - email sequence
LEAD_0645,Medium,Agriculture,Matara,114254851,100,C-Level,Yes,94.77235234357194,88.34,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0646,Small,Manufacturing,Galle,3461564,86,Employee,No,43.46543402200568,49.52,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0647,Small,Manufacturing,Kandy,1454654,100,Manager,Yes,79.36306193741198,75.16,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0648,Large,Manufacturing,Colombo,757183610,49,Manager,No,60.74866660444104,56.65,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0649,Small,Agriculture,Negombo,12771298,47,Manager,No,40.46300857314716,41.97,LOW,New,0,Nurture campaign - email sequence
LEAD_0650,Small,Finance,Negombo,22793614,57,C-Level,No,64.77688908330266,60.23,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0651,Large,IT/Software,Kurunegala,658034702,47,Manager,No,75.16369585521144,61.86,LOW,New,0,Nurture campaign - email sequence
LEAD_0652,Medium,Finance,Galle,84490669,78,Employee,No,59.87174198790186,58.7,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0653,Small,Retail,Jaffna,16606263,74,Manager,Yes,54.6530136803981,56.26,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0654,Medium,Retail,Colombo,28229518,93,C-Level,No,76.57817697135087,76.21,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0655,Medium,Manufacturing,Negombo,52259001,59,Employee,No,48.28834765416397,48.52,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0656,Medium,Healthcare,Matara,133181559,29,Employee,No,44.69809062412352,38.6,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0657,Medium,Tourism,Colombo,97705746,100,C-Level,No,67.37611525479188,73.31,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0658,Large,Agriculture,Jaffna,540473207,90,Employee,No,68.97286111462503,70.41,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0659,Small,Agriculture,Jaffna,5046580,100,C-Level,No,66.32946478478864,70.62,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0660,Small,Tourism,Anuradhapura,16720299,57,Manager,Yes,32.49215245267372,39.28,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0661,Large,Finance,Colombo,432565713,100,C-Level,No,85.3791580499912,88.6,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0662,Medium,Manufacturing,Colombo,129171960,100,C-Level,Yes,91.63924359285856,86.31,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0663,Small,Finance,Kandy,7418370,81,C-Level,No,66.07440528006559,65.9,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0664,Large,IT/Software,Kurunegala,955216561,71,Employee,Yes,83.65571015086798,70.75,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0665,Small,Agriculture,Galle,9595346,52,Employee,No,27.77614686321203,31.54,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0666,Medium,IT/Software,Matara,80093797,87,Manager,Yes,85.7392503162571,76.37,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0667,Medium,Education,Jaffna,30757701,100,Manager,Yes,91.30416129340682,79.0,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0668,Medium,Healthcare,Galle,117322411,100,Manager,No,66.12121877476282,66.96,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0669,Small,IT/Software,Jaffna,22960842,70,Manager,No,35.30008023501278,45.22,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0670,Large,Healthcare,Kurunegala,609539411,66,Employee,No,56.275339812939286,58.34,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0671,Small,Retail,Negombo,15065403,94,Employee,Yes,81.71277176418629,70.28,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0672,Small,IT/Software,Negombo,3051009,88,C-Level,Yes,90.08014884727288,80.07,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0673,Medium,Retail,Galle,57129443,100,Manager,No,70.32801959118903,69.34,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0674,Medium,Finance,Colombo,37190630,100,Employee,No,57.14815581512534,61.73,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0675,Medium,Finance,Kurunegala,149792873,100,Manager,No,83.30829091111055,75.42,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0676,Small,Healthcare,Colombo,23617499,57,Manager,Yes,36.905087928660194,41.75,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0677,Medium,Education,Galle,82308579,98,Employee,Yes,88.44870498936173,76.06,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0678,Medium,Finance,Matara,32531591,37,Employee,No,45.7879704306134,41.05,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0679,Medium,Manufacturing,Galle,106687079,80,C-Level,No,80.81366569054872,75.9,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0680,Medium,Agriculture,Jaffna,77381308,85,Manager,No,68.61813180498856,67.18,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0681,Medium,Retail,Colombo,54475776,100,Manager,No,59.79635870234523,66.81,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0682,Small,Finance,Matara,23892098,58,C-Level,No,59.49394144747002,56.31,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0683,Small,Retail,Jaffna,4015094,89,C-Level,No,57.98332086094744,64.34,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0684,Large,Manufacturing,Jaffna,837775638,100,Manager,No,84.74137174835354,80.4,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0685,Medium,IT/Software,Matara,144565705,100,C-Level,Yes,92.13043276455156,87.75,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0686,Large,Tourism,Colombo,434686872,100,Employee,No,68.7900397971709,69.72,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0687,Medium,Healthcare,Anuradhapura,57417172,39,Manager,No,48.496511038717415,43.34,LOW,New,0,Nurture campaign - email sequence
LEAD_0688,Large,Tourism,Matara,309318124,81,C-Level,No,83.07486132330753,81.81,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0689,Large,Manufacturing,Anuradhapura,711846998,63,C-Level,Yes,92.02292840226576,76.22,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0690,Medium,Agriculture,Colombo,124008242,82,C-Level,No,82.82130827244592,77.24,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0691,Small,Healthcare,Negombo,10629424,57,C-Level,No,71.72318929671225,62.25,LOW,Engaged,0,Nurture campaign - email sequence
LEAD_0692,Small,Tourism,Jaffna,19606662,100,Employee,No,47.10693340979439,54.7,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0693,Large,Education,Jaffna,558706049,86,Manager,No,85.84168145084593,78.13,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0694,Small,Education,Galle,21240982,100,C-Level,Yes,90.46601422973995,83.35,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0695,Large,IT/Software,Kurunegala,685621977,38,Employee,No,74.70856827131004,55.62,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0696,Medium,Finance,Negombo,149713204,83,Employee,Yes,87.82212505944584,71.56,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0697,Medium,Healthcare,Colombo,48605064,100,C-Level,Yes,94.33633049682696,88.13,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0698,Medium,Agriculture,Anuradhapura,31928335,85,Manager,No,76.47994883509956,67.78,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0699,Small,Education,Anuradhapura,22889697,100,Manager,No,44.45400988799256,56.46,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0700,Small,Education,Jaffna,2905258,100,C-Level,No,63.91014713338272,69.93,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0701,Small,Finance,Colombo,17601974,66,Manager,No,41.490473120398576,45.78,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0702,Small,Retail,Kurunegala,11609167,100,C-Level,Yes,92.07476200594157,82.59,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0703,Small,IT/Software,Jaffna,10539669,36,C-Level,No,38.55875284237081,41.98,LOW,New,0,Nurture campaign - email sequence
LEAD_0704,Medium,Agriculture,Anuradhapura,147479800,36,C-Level,No,68.66231608387034,56.86,LOW,New,0,Nurture campaign - email sequence
LEAD_0705,Small,Retail,Kurunegala,21932296,57,Manager,No,43.81604649717408,44.05,LOW,Engaged,0,Nurture campaign - email sequence
LEAD_0706,Medium,Agriculture,Anuradhapura,80515466,67,Employee,No,45.44588457565021,47.4,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0707,Medium,Education,Anuradhapura,86197368,100,C-Level,No,84.47673244402812,80.54,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0708,Medium,Education,Colombo,96573090,60,C-Level,No,70.12819464472393,66.12,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0709,Small,Agriculture,Matara,3912086,100,Manager,No,51.39902628856876,59.75,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0710,Medium,Tourism,Kandy,119030513,100,C-Level,Yes,93.72287369384703,88.37,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0711,Medium,Tourism,Kurunegala,61915407,74,C-Level,Yes,87.49914157591896,76.87,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0712,Medium,Agriculture,Jaffna,52026467,70,Manager,No,60.37362529370819,59.25,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0713,Medium,IT/Software,Galle,90098633,100,Manager,Yes,89.03008524255871,81.16,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0714,Medium,Retail,Colombo,92628832,89,Employee,No,57.03034686505269,57.02,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0715,Large,IT/Software,Kandy,642153921,78,Employee,No,72.61493832729636,68.16,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0716,Medium,Education,Negombo,82987671,15,Manager,No,42.79881555033543,37.23,LOW,New,0,Nurture campaign - email sequence
LEAD_0717,Large,IT/Software,Anuradhapura,198945379,39,Employee,No,50.01573676866996,45.97,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0718,Small,Manufacturing,Galle,24895998,100,Manager,Yes,81.66770987630477,75.54,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0719,Medium,Finance,Colombo,71860205,100,Employee,No,61.75640552092455,63.37,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0720,Medium,Agriculture,Kurunegala,147310998,100,C-Level,No,86.62287903938177,84.14,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0721,Small,Finance,Kandy,4320344,54,Employee,No,36.677035219906415,38.04,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0722,Small,Finance,Matara,11065076,44,Employee,No,36.51227817363096,34.28,LOW,New,0,Nurture campaign - email sequence
LEAD_0723,Medium,Tourism,Colombo,135124813,92,Employee,No,68.38272950693474,63.15,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0724,Large,Tourism,Kandy,194437147,30,Employee,No,47.0435235017725,45.18,LOW,New,0,Nurture campaign - email sequence
LEAD_0725,Large,Tourism,Jaffna,235497285,100,Employee,No,70.80687873052433,71.19,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0726,Small,Tourism,Anuradhapura,2082007,59,Employee,Yes,30.36084644467508,34.81,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0727,Medium,Healthcare,Anuradhapura,147547732,44,C-Level,No,66.69060625719577,56.8,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0728,Medium,IT/Software,Colombo,30972513,64,Manager,No,66.2904539450623,57.44,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0729,Large,Education,Kurunegala,655503463,100,Manager,Yes,90.3711582362268,86.0,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0730,Small,Tourism,Kandy,22133847,100,Employee,Yes,74.52223439985305,69.62,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0731,Medium,Education,Jaffna,96094217,65,Employee,No,61.035621210229294,52.49,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0732,Large,Agriculture,Negombo,597685542,76,Manager,Yes,96.70423656510113,77.29,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0733,Small,Healthcare,Jaffna,13242280,91,Manager,No,47.4977587049568,55.01,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0734,Medium,Education,Colombo,97590031,81,C-Level,No,74.82939135054377,73.84,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0735,Medium,Finance,Galle,82614289,74,C-Level,Yes,90.10343899982888,78.15,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0736,Medium,Tourism,Kurunegala,111303568,100,C-Level,No,75.19299281485483,75.73,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0737,Small,Finance,Galle,2589865,82,C-Level,No,58.984676964249374,63.95,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0738,Small,Manufacturing,Galle,23595118,93,Employee,No,41.174624764185616,50.77,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0739,Small,Manufacturing,Matara,4101028,95,Manager,No,63.83352489059724,64.0,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0740,Medium,Agriculture,Galle,120894970,100,Manager,Yes,92.26894910557068,79.58,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0741,Large,Education,Galle,822581987,100,C-Level,Yes,97.08224410745063,90.66,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0742,Small,Agriculture,Negombo,19686870,100,C-Level,No,74.56521452271878,74.75,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0743,Large,IT/Software,Matara,713649448,100,Employee,Yes,96.2032051468326,80.74,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0744,Medium,Education,Kurunegala,81218661,100,Employee,Yes,90.7944801427672,76.75,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0745,Medium,IT/Software,Kurunegala,121081190,45,C-Level,Yes,59.98463806545473,57.8,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0746,Large,Tourism,Anuradhapura,931906405,100,Manager,Yes,87.35563892183123,84.11,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0747,Large,Healthcare,Kurunegala,231539097,43,Manager,Yes,66.49397001457152,57.76,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0748,Medium,Retail,Galle,75494830,60,Manager,No,50.794616081422696,52.05,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0749,Small,Tourism,Colombo,2189677,30,Manager,No,19.01983275982748,25.41,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0750,Small,IT/Software,Anuradhapura,5423699,80,C-Level,No,58.69850472020802,61.46,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0751,Medium,Agriculture,Negombo,118191223,100,C-Level,Yes,96.40133751698907,88.82,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0752,Large,Tourism,Kurunegala,417479904,90,Employee,No,86.92903818137322,74.1,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0753,Medium,Tourism,Kandy,77841552,72,Manager,No,72.70135158836746,63.43,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0754,Large,Agriculture,Negombo,894030757,87,Employee,Yes,97.05931870688012,77.85,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0755,Medium,Finance,Jaffna,86275144,87,Manager,Yes,90.12005775787638,77.48,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0756,Large,IT/Software,Kurunegala,880014857,78,Employee,No,90.29877342061022,71.6,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0757,Small,Healthcare,Jaffna,17233868,72,Manager,No,47.64785698347299,50.92,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0758,Medium,Manufacturing,Anuradhapura,124949741,100,Employee,No,68.14468551322544,64.36,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0759,Medium,Education,Negombo,111331292,100,C-Level,Yes,87.76357072564113,85.24,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0760,Small,Manufacturing,Negombo,7818864,100,Employee,Yes,79.17517933324272,71.63,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0761,Small,Retail,Negombo,19306333,66,Employee,No,42.67033985752946,44.5,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0762,Medium,Healthcare,Kurunegala,71792985,88,C-Level,No,85.65466206411277,81.53,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0763,Small,Retail,Jaffna,11512698,99,C-Level,Yes,90.30983048396618,83.01,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0764,Large,Agriculture,Kurunegala,899585248,100,Employee,Yes,92.20752353566978,84.49,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0765,Large,Healthcare,Kurunegala,996461505,100,Manager,Yes,96.81890192148956,86.87,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0766,Medium,Finance,Negombo,53723872,100,Employee,No,63.77695060298558,66.47,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0767,Small,Education,Galle,2632978,79,C-Level,No,65.47825750110746,64.19,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0768,Small,Education,Anuradhapura,6801466,51,C-Level,No,53.67253767270898,52.52,LOW,Engaged,0,Nurture campaign - email sequence
LEAD_0769,Large,Education,Colombo,423718851,100,C-Level,No,86.12959492219558,87.45,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
